iter	RMSE
424	0.9077915336
425	0.907765747
426	0.9075151821
427	0.9072271386
428	0.9069011005
429	0.9063658871
430	0.9059968743
431	0.9056480621
432	0.9047482405
433	0.9044665802
434	0.9039106708
435	0.903223349
436	0.9025725717
437	0.9020402713
438	0.9013578927
439	0.9010567187
440	0.9006243999
441	0.8999492128
442	0.8996040421
443	0.8991418011
444	0.8991129935
445	0.8981959983
446	0.8977463862
447	0.8969150864
448	0.8968920603
449	0.8964336989
450	0.8957947057
451	0.8952250515
452	0.8946143549
453	0.8943366595
454	0.8937231083
455	0.8932782644
456	0.8926374638
457	0.8926116433
458	0.8922714911
459	0.8916011142
460	0.8908449828
461	0.8902133048
462	0.8896222147
463	0.8890631412
464	0.8885815355
465	0.8877219178
466	0.8875481117
467	0.8870586105
468	0.8864265256
469	0.8856126899
470	0.8848183143
471	0.8843159781
472	0.8836377101
473	0.8831156212
474	0.8830961188
475	0.8826349471
476	0.8824564416
477	0.8817544172
478	0.8812255045
479	0.8812065816
480	0.8809249641
481	0.8809086547
482	0.8805175084
483	0.8798487161
484	0.879302335
485	0.8787589622
486	0.8786877648
487	0.8784839147
488	0.8780073237
489	0.8775488235
490	0.8772094228
491	0.8764355153
492	0.8764189571
493	0.8759378587
494	0.8756698845
495	0.8752039761
496	0.8745793339
497	0.8741021847
498	0.873697618
499	0.8729773336
500	0.8729598637
501	0.8721517793
502	0.8718539962
503	0.8713662609
504	0.8708044599
505	0.8703905439
506	0.8699317992
507	0.8692536444
508	0.8690922569
509	0.8687410523
510	0.8683224381
511	0.8682756814
512	0.8678791741
513	0.8678548848
514	0.8678394093
515	0.8673534567
516	0.8669492718
517	0.8669317796
518	0.8666013436
519	0.8661404367
520	0.8660854798
521	0.8658953826
522	0.8655043584
523	0.8648176236
524	0.8641440624
525	0.8639387106
526	0.8632416547
527	0.862904957
528	0.8624062101
529	0.8616309408
530	0.8608546925
531	0.8603075546
532	0.8600123325
533	0.8596893865
534	0.8592679476
535	0.8584736596
536	0.8584477546
537	0.8580897714
538	0.8574657516
539	0.8569012732
540	0.8565629192
541	0.8565474349
542	0.8565277736
543	0.8561978566
544	0.8557594586
545	0.8552898404
546	0.8549242529
547	0.8545129132
548	0.8541946704
549	0.8539611023
550	0.8535455888
551	0.8531531932
552	0.8523245794
553	0.8523009724
554	0.8517565204
555	0.851336201
556	0.8511041797
557	0.8504969438
558	0.849970472
559	0.8497721168
560	0.8494568574
561	0.8488690962
562	0.8485701024
563	0.8480764033
564	0.8476528243
565	0.8469135821
566	0.8464133225
567	0.846077975
568	0.8456094712
569	0.8452137495
570	0.8447621496
571	0.8446836928
572	0.8440156282
573	0.8435862963
574	0.843049513
575	0.8426899644
576	0.842378182
577	0.8417099046
578	0.8409150754
579	0.8405160087
580	0.8403137071
581	0.8398850613
582	0.8395157873
583	0.8391158228
584	0.8387816751
585	0.8381061009
586	0.8375018292
587	0.8372048174
588	0.8366565812
589	0.8363895111
590	0.8360061756
591	0.8356259128
592	0.8352814293
593	0.8349329652
594	0.8342198883
595	0.8339398772
596	0.8334984165
597	0.8330754955
598	0.8325441877
599	0.8322752782
600	0.8321474124
601	0.8315084469
602	0.8311719375
603	0.8308079352
604	0.8304312914
605	0.8301981685
606	0.8295992064
607	0.8290464683
608	0.8285523066
609	0.8280042894
610	0.8277144982
611	0.8269282507
612	0.8263001088
613	0.8262797034
614	0.8255897001
615	0.8253218859
616	0.8248868909
617	0.8243368036
618	0.8240037007
619	0.8237026439
620	0.8234146355
621	0.8229778535
622	0.8224317112
623	0.8220149646
624	0.8217459013
625	0.821149932
626	0.8209553507
627	0.8206279278
628	0.8203932758
629	0.819986919
630	0.819971338
631	0.81960502
632	0.8192953448
633	0.8189611961
634	0.8184256161
635	0.8181436034
636	0.8176863249
637	0.8172251172
638	0.8167619143
639	0.8165284692
640	0.8160700198
641	0.8157631351
642	0.8154795121
643	0.8149381907
644	0.8145011281
645	0.8140635568
646	0.8136421762
647	0.8130391197
648	0.8126284793
649	0.8121869204
650	0.8117677021
651	0.8115006006
652	0.8111495372
653	0.8106248534
654	0.810098505
655	0.8098413799
656	0.8092469158
657	0.8092340954
658	0.8088454194
659	0.8084953516
660	0.8082459335
661	0.8079083767
662	0.8074404233
663	0.8071320973
664	0.8069246802
665	0.8065939736
666	0.8063227403
667	0.8063084065
668	0.8062957048
669	0.8062840683
670	0.806227954
671	0.8059299787
672	0.8055651806
673	0.8053319841
674	0.8051022349
675	0.8047506571
676	0.8044064961
677	0.8039156517
678	0.8034226088
679	0.8031986096
680	0.8029837748
681	0.8027358643
682	0.8024846233
683	0.8021491423
684	0.8017817472
685	0.8015220711
686	0.8011436516
687	0.8008380494
688	0.800367594
689	0.7999303614
690	0.7996624466
691	0.7993885989
692	0.7991332949
693	0.7989144232
694	0.7984075874
695	0.7980667042
696	0.797765952
697	0.7975009551
698	0.7970156716
699	0.7967412458
700	0.796434678
701	0.7961076422
702	0.7957607785
703	0.7951535017
704	0.7949618009
705	0.7948222711
706	0.79449551
707	0.7940001545
708	0.793697462
709	0.7934479677
710	0.7929638359
711	0.7927403068
712	0.7924617586
713	0.7920483614
714	0.7917328797
715	0.7914313604
716	0.7909060688
717	0.7906182722
718	0.7902948967
719	0.7900769093
720	0.7900667259
721	0.7898875512
722	0.7896009267
723	0.7890668967
724	0.7887946561
725	0.7887859893
726	0.7883323241
727	0.788158605
728	0.7878430752
729	0.7875638274
730	0.7872380556
731	0.7872275228
732	0.7872146214
733	0.7869686283
734	0.7865781053
735	0.7863844018
736	0.7860720734
737	0.7858836074
738	0.7855750153
739	0.7852387448
740	0.7848787358
741	0.7846097001
742	0.7841528664
743	0.7838503682
744	0.783546274
745	0.7833836596
746	0.7831943607
747	0.7828495042
748	0.7826092009
749	0.7823227539
750	0.7823034466
751	0.7822535612
752	0.7821879738
753	0.7817635654
754	0.7815439158
755	0.7813027181
756	0.7807213784
757	0.7804719349
758	0.7802476141
759	0.7802348368
760	0.7797762943
761	0.7794357458
762	0.7791477294
763	0.7789107176
764	0.7788972166
765	0.7783496371
766	0.7781116069
767	0.7778652994
768	0.7776548135
769	0.7774751452
770	0.7772123645
771	0.7770065474
772	0.7766205693
773	0.7761806069
774	0.7760556454
775	0.7757742081
776	0.7752600938
777	0.7749490516
778	0.7746947689
779	0.7745205057
780	0.7745111093
781	0.774347312
782	0.7740802597
783	0.7737426858
784	0.7734517494
785	0.7731661856
786	0.7729695226
787	0.7726125506
788	0.7724293761
789	0.7721689643
790	0.7718804494
791	0.7718709668
792	0.7714527081
793	0.7711069204
794	0.7708505659
795	0.7708315574
796	0.7704422961
797	0.7700248498
798	0.7696194678
799	0.7692706362
800	0.769243057
801	0.7689394125
802	0.7685007021
803	0.7684364819
804	0.7681471607
805	0.7679539124
806	0.7676852049
807	0.7672914432
808	0.7670278308
809	0.7667133954
810	0.7667019523
811	0.7665492216
812	0.7663918744
813	0.7661290213
814	0.7659209384
815	0.7659112519
816	0.7657029496
817	0.7654359297
818	0.7651746532
819	0.764927808
820	0.7644521231
821	0.763958518
822	0.7637285698
823	0.7635111106
824	0.763144631
825	0.7629054636
826	0.7623137025
827	0.762017807
828	0.7614254204
829	0.761054958
830	0.76070987
831	0.7603500955
832	0.7602048597
833	0.7599207488
834	0.7596393284
835	0.7591949937
836	0.7588595076
837	0.7584640646
838	0.7582811268
839	0.7581047692
840	0.7578165446
841	0.7573856788
842	0.7573760616
843	0.75668071
844	0.7563257611
845	0.7563090113
846	0.7559679881
847	0.7556127344
848	0.7554211092
849	0.7551958004
850	0.7548466854
851	0.7545737202
852	0.7540575867
853	0.7540493705
854	0.7538624527
855	0.7535699112
856	0.7533786642
857	0.7529265652
858	0.7525846983
859	0.7525703857
860	0.7524591351
861	0.7521942288
862	0.7518531534
863	0.7518454968
864	0.7515894613
865	0.7512392417
866	0.7512314487
867	0.7509132584
868	0.7505051048
869	0.7502233521
870	0.7499123403
871	0.7497772751
872	0.7493164796
873	0.7492717359
874	0.7489137146
875	0.7485503191
876	0.7482464431
877	0.747902276
878	0.7477059683
879	0.7475736984
880	0.747346245
881	0.7471856938
882	0.7469326382
883	0.7469246421
884	0.746630469
885	0.7463311115
886	0.7461157206
887	0.7457341433
888	0.7455386593
889	0.7453630701
890	0.7451888675
891	0.7448693272
892	0.7444079462
893	0.7441980788
894	0.7439348226
895	0.7437196839
896	0.7435199147
897	0.7432316095
898	0.7432067123
899	0.7429585615
900	0.7428211987
901	0.7427926757
902	0.742445443
903	0.7421827251
904	0.7417800828
905	0.7413812686
906	0.7410528202
907	0.7408431193
908	0.7403847178
909	0.7400389812
910	0.7396262849
911	0.739241019
912	0.7386795801
913	0.7383545498
914	0.7381568377
915	0.737810874
916	0.7373836716
917	0.7371422001
918	0.7371288842
919	0.7368866853
920	0.7365015785
921	0.7364600842
922	0.7361748962
923	0.7358047571
924	0.7355663776
925	0.7353336853
926	0.7351662242
927	0.7350380459
928	0.7350240454
929	0.7347713145
930	0.7346246594
931	0.7342861041
932	0.7342791516
933	0.7340309354
934	0.7337407682
935	0.7334605103
936	0.7330609597
937	0.7330336229
938	0.732832954
939	0.7325325904
940	0.7321954833
941	0.7318494188
942	0.7315387556
943	0.7312540616
944	0.7309543586
945	0.7307157149
946	0.7304289715
947	0.7301968849
948	0.7299985153
949	0.7297813927
950	0.7293951215
951	0.7293495606
952	0.7290439188
953	0.7288789449
954	0.7287835061
955	0.7285308762
956	0.728342062
957	0.7282570441
958	0.7281717969
959	0.7278768464
960	0.7271967102
961	0.7267405263
962	0.7265393197
963	0.7263760579
964	0.7261427592
965	0.7259304677
966	0.7256230271
967	0.7253444852
968	0.7249171056
969	0.7247794947
970	0.7247716901
971	0.7245282567
972	0.7242125048
973	0.7239957688
974	0.7235984798
975	0.7233705944
976	0.7230492
977	0.7228163521
978	0.7225230976
979	0.72235979
980	0.72198472
981	0.7218151615
982	0.7216939867
983	0.7215936099
984	0.7213245354
985	0.7210116707
986	0.7207735369
987	0.7205358858
988	0.7202583185
989	0.7200894275
990	0.7199709998
991	0.7198095241
992	0.7194308359
993	0.7191565282
994	0.7189653626
995	0.7187263234
996	0.7184500814
997	0.718203077
998	0.7181691057
999	0.718037349
