iter	Passed	Remaining
354	861	1565
355	864	1564
356	868	1563
357	872	1564
358	876	1564
359	880	1565
360	884	1565
361	887	1564
362	890	1563
363	893	1561
364	895	1558
365	905	1569
366	908	1567
367	911	1565
368	914	1563
369	917	1561
370	919	1559
371	922	1557
372	924	1554
373	927	1552
374	931	1551
375	934	1551
376	938	1550
377	941	1548
378	943	1545
379	946	1543
380	949	1541
381	951	1539
382	954	1537
383	957	1536
384	961	1535
385	964	1533
386	968	1533
387	972	1533
388	975	1532
389	979	1532
390	983	1532
391	987	1531
392	990	1529
393	993	1528
394	997	1528
395	1001	1527
396	1004	1525
397	1008	1525
398	1011	1524
399	1014	1521
400	1017	1519
401	1019	1516
402	1022	1514
403	1024	1512
404	1027	1509
405	1030	1507
406	1032	1504
407	1035	1502
408	1037	1499
409	1040	1497
410	1042	1494
411	1044	1491
412	1047	1489
413	1049	1486
414	1052	1483
415	1054	1480
416	1057	1479
417	1060	1476
418	1062	1473
419	1065	1471
420	1067	1468
421	1070	1465
422	1072	1462
423	1074	1460
424	1077	1457
425	1079	1454
426	1081	1451
427	1084	1449
428	1086	1446
429	1088	1443
430	1091	1440
431	1093	1437
432	1096	1435
433	1098	1432
434	1100	1429
435	1103	1426
436	1106	1425
437	1110	1425
438	1114	1423
439	1116	1421
440	1120	1420
441	1125	1420
442	1128	1419
443	1132	1417
444	1135	1415
445	1138	1413
446	1140	1411
447	1144	1409
448	1147	1408
449	1150	1406
450	1153	1403
451	1155	1401
452	1158	1398
453	1161	1396
454	1164	1394
455	1167	1392
456	1174	1394
457	1176	1392
458	1180	1391
459	1183	1389
460	1185	1386
461	1188	1384
462	1191	1381
463	1193	1379
464	1196	1376
465	1200	1376
466	1203	1374
467	1207	1372
468	1211	1371
469	1215	1370
470	1219	1369
471	1222	1367
472	1226	1366
473	1230	1365
474	1234	1364
475	1253	1379
476	1277	1400
477	1298	1417
478	1311	1426
479	1317	1427
480	1323	1428
481	1330	1430
482	1337	1431
483	1343	1432
484	1350	1433
485	1367	1446
486	1372	1445
487	1376	1443
488	1383	1445
489	1389	1446
490	1399	1450
491	1406	1451
492	1411	1451
493	1415	1449
494	1418	1447
495	1422	1445
496	1426	1443
497	1430	1442
498	1434	1440
499	1437	1437
500	1441	1436
501	1444	1433
502	1447	1430
503	1450	1427
504	1453	1424
505	1455	1421
506	1459	1418
507	1461	1415
508	1464	1412
509	1467	1409
510	1470	1406
511	1472	1403
512	1475	1401
513	1478	1398
514	1481	1395
515	1484	1392
516	1486	1388
517	1489	1386
518	1492	1383
519	1494	1379
520	1497	1376
521	1500	1374
522	1503	1370
523	1506	1368
524	1509	1365
525	1515	1365
526	1517	1362
527	1520	1359
528	1525	1358
529	1528	1355
530	1530	1351
531	1533	1348
532	1535	1345
533	1538	1342
534	1540	1339
535	1543	1336
536	1546	1333
537	1548	1329
538	1550	1326
539	1553	1323
540	1555	1319
541	1558	1316
542	1561	1314
543	1563	1310
544	1566	1308
545	1569	1304
546	1573	1303
547	1576	1299
548	1578	1296
549	1580	1293
550	1583	1290
551	1586	1287
552	1588	1284
553	1590	1280
554	1593	1277
555	1595	1274
556	1598	1271
557	1601	1268
558	1605	1266
559	1608	1263
560	1610	1260
561	1613	1257
562	1615	1254
563	1618	1251
564	1621	1248
565	1626	1247
566	1629	1244
567	1632	1241
568	1635	1238
569	1638	1236
570	1640	1232
571	1642	1229
572	1645	1225
573	1646	1222
574	1648	1218
575	1651	1215
576	1653	1211
577	1654	1208
578	1657	1204
579	1659	1201
580	1660	1197
581	1663	1194
582	1664	1190
583	1666	1187
584	1668	1183
585	1670	1179
586	1671	1176
587	1674	1173
588	1676	1169
589	1678	1166
590	1679	1162
591	1681	1158
592	1683	1155
593	1685	1152
594	1687	1148
595	1689	1145
596	1690	1141
597	1692	1137
598	1694	1134
599	1696	1131
600	1698	1127
601	1700	1124
602	1702	1120
603	1703	1117
604	1705	1113
605	1707	1109
606	1708	1106
607	1710	1102
608	1712	1099
609	1713	1095
610	1715	1092
611	1716	1088
612	1718	1084
613	1720	1081
614	1721	1077
615	1724	1074
616	1726	1071
617	1727	1068
618	1729	1064
619	1732	1061
620	1733	1058
621	1735	1054
622	1737	1051
623	1739	1047
624	1740	1044
625	1742	1040
626	1744	1037
627	1745	1034
628	1747	1030
629	1748	1027
630	1750	1023
631	1752	1020
632	1753	1016
633	1755	1013
634	1757	1009
635	1758	1006
636	1760	1003
637	1761	999
638	1763	996
639	1765	992
640	1766	989
641	1769	986
642	1771	983
643	1772	980
644	1774	976
645	1776	973
646	1777	970
647	1779	966
648	1781	963
649	1782	960
650	1784	956
651	1786	953
652	1787	950
653	1789	946
654	1791	943
655	1792	940
656	1794	936
657	1796	933
658	1797	930
659	1799	926
660	1801	923
661	1802	920
662	1804	917
663	1806	913
664	1807	910
665	1809	907
666	1810	904
667	1812	900
668	1814	897
669	1815	894
670	1817	891
671	1819	887
672	1820	884
673	1822	881
674	1824	878
675	1825	875
676	1827	871
677	1829	868
678	1830	865
679	1832	862
680	1834	859
681	1835	856
682	1837	852
683	1839	849
684	1840	846
685	1842	843
686	1844	840
687	1845	837
688	1847	833
689	1849	830
690	1850	827
691	1852	824
692	1854	821
693	1855	818
694	1857	815
695	1858	811
696	1860	808
697	1862	805
698	1863	802
699	1865	799
700	1867	796
701	1869	793
702	1870	790
703	1872	787
704	1873	784
705	1875	781
706	1877	778
707	1878	774
708	1880	771
709	1882	768
710	1884	765
711	1885	762
712	1887	759
713	1888	756
714	1890	753
715	1892	750
716	1893	747
717	1895	744
718	1897	741
719	1898	738
720	1900	735
721	1902	732
722	1903	729
723	1905	726
724	1906	723
725	1908	720
726	1910	717
727	1911	714
728	1913	711
729	1915	708
730	1916	705
731	1918	702
732	1931	703
733	1935	701
734	1944	701
735	1948	698
736	1951	696
737	1968	698
738	1969	695
739	1971	692
740	1973	689
741	1974	686
742	1976	683
743	1978	680
744	1979	677
745	1981	674
746	1984	672
747	1987	669
748	1989	666
749	1992	664
750	1995	661
751	1997	658
752	2000	656
753	2002	653
754	2004	650
755	2007	647
756	2009	645
757	2012	642
758	2015	639
759	2017	637
760	2019	634
761	2020	631
762	2022	628
763	2024	625
764	2026	622
765	2027	619
766	2029	616
767	2031	613
768	2033	610
769	2037	608
770	2040	606
771	2043	603
772	2045	600
773	2046	597
774	2048	594
775	2049	591
776	2051	588
777	2053	586
778	2055	583
779	2057	580
780	2059	577
781	2061	574
782	2063	571
783	2064	568
784	2066	565
785	2068	563
786	2070	560
787	2072	557
788	2073	554
789	2075	551
790	2077	548
791	2079	546
792	2081	543
793	2082	540
794	2084	537
795	2086	534
796	2088	531
797	2089	529
798	2092	526
799	2094	523
800	2095	520
801	2100	518
802	2102	515
803	2104	513
804	2106	510
805	2108	507
806	2111	504
807	2112	502
808	2114	499
809	2116	496
810	2118	493
811	2120	490
812	2122	488
813	2123	485
814	2126	482
815	2127	479
816	2129	476
817	2131	474
818	2133	471
819	2135	468
820	2138	466
821	2140	463
822	2141	460
823	2143	457
824	2145	455
825	2147	452
826	2148	449
827	2150	446
828	2152	444
829	2154	441
830	2156	438
831	2157	435
832	2159	432
833	2161	430
834	2163	427
835	2165	424
836	2166	421
837	2168	419
838	2170	416
839	2172	413
840	2174	411
841	2176	408
842	2177	405
843	2179	402
844	2181	400
845	2182	397
846	2184	394
847	2186	391
848	2188	389
849	2189	386
850	2191	383
851	2193	380
852	2194	378
853	2196	375
854	2198	372
855	2199	370
856	2201	367
857	2203	364
858	2205	361
859	2206	359
860	2208	356
861	2210	353
862	2211	351
863	2213	348
864	2215	345
865	2216	342
866	2218	340
867	2219	337
868	2221	334
869	2223	332
870	2225	329
871	2226	326
872	2228	324
873	2230	321
874	2231	318
875	2233	316
876	2235	313
877	2236	310
878	2239	308
879	2240	305
880	2242	302
881	2244	300
882	2245	297
883	2247	294
884	2248	292
885	2250	289
886	2252	286
887	2253	284
888	2255	281
889	2257	278
890	2258	276
891	2260	273
892	2262	271
893	2263	268
894	2265	265
895	2267	263
896	2268	260
897	2270	257
898	2272	255
899	2273	252
900	2275	250
901	2276	247
902	2278	244
903	2282	242
904	2285	239
905	2287	237
906	2289	234
907	2290	232
908	2292	229
909	2294	226
910	2295	224
911	2297	221
912	2299	219
913	2300	216
914	2302	213
915	2303	211
916	2305	208
917	2307	206
918	2308	203
919	2310	200
920	2312	198
921	2313	195
922	2315	193
923	2317	190
924	2318	187
925	2320	185
926	2321	182
927	2323	180
928	2325	177
929	2326	175
930	2328	172
931	2330	170
932	2331	167
933	2333	164
934	2335	162
935	2336	159
936	2338	157
937	2339	154
938	2341	152
939	2343	149
940	2344	147
941	2346	144
942	2348	141
943	2349	139
944	2351	136
945	2352	134
946	2354	131
947	2356	129
948	2357	126
949	2359	124
950	2361	121
951	2362	119
952	2364	116
953	2366	114
954	2367	111
955	2369	109
956	2370	106
957	2372	104
958	2374	101
959	2375	98
960	2377	96
961	2379	93
962	2380	91
963	2382	88
964	2384	86
965	2385	83
966	2387	81
967	2389	78
968	2390	76
969	2392	73
970	2394	71
971	2395	69
972	2397	66
973	2399	64
974	2400	61
975	2402	59
976	2403	56
977	2405	54
978	2407	51
979	2408	49
980	2410	46
981	2412	44
982	2413	41
983	2415	39
984	2417	36
985	2418	34
986	2420	31
987	2421	29
988	2423	26
989	2425	24
990	2426	22
991	2428	19
992	2430	17
993	2431	14
994	2433	12
995	2435	9
996	2436	7
997	2438	4
998	2440	2
999	2441	0
